FeatureInfo [rank=0, score=0.07250230900777574, name=allOntimeCumulative_v1]
FeatureInfo [rank=1575, score=0.0, name=departureAirportOneHot_RHI]
FeatureInfo [rank=1576, score=0.0, name=departureAirportOneHot_JDO]
FeatureInfo [rank=1577, score=0.0, name=departureAirportOneHot_VCT]
FeatureInfo [rank=1578, score=0.0, name=departureAirportOneHot_TAE]
FeatureInfo [rank=1579, score=0.0, name=departureAirportOneHot_SEZ]
FeatureInfo [rank=1580, score=0.0, name=departureAirportOneHot_LXA]
FeatureInfo [rank=1581, score=0.0, name=departureAirportOneHot_GZP]
FeatureInfo [rank=1582, score=0.0, name=departureAirportOneHot_THE]
FeatureInfo [rank=1583, score=0.0, name=departureAirportOneHot_YDF]
FeatureInfo [rank=1584, score=0.0, name=departureAirportOneHot_FSZ]
FeatureInfo [rank=1585, score=0.0, name=departureAirportOneHot_LAR]
FeatureInfo [rank=1586, score=0.0, name=departureAirportOneHot_LAD]
FeatureInfo [rank=1587, score=0.0, name=departureAirportOneHot_DTM]
FeatureInfo [rank=1588, score=0.0, name=departureAirportOneHot_IPT]
FeatureInfo [rank=1589, score=0.0, name=departureAirportOneHot_PSE]
FeatureInfo [rank=1590, score=0.0, name=departureAirportOneHot_PKE]
FeatureInfo [rank=1591, score=0.0, name=departureAirportOneHot_TXN]
FeatureInfo [rank=1592, score=0.0, name=departureAirportOneHot_CBO]
FeatureInfo [rank=1593, score=0.0, name=departureAirportOneHot_HDG]
FeatureInfo [rank=1594, score=0.0, name=departureAirportOneHot_BIA]
FeatureInfo [rank=1595, score=0.0, name=departureAirportOneHot_GCC]
FeatureInfo [rank=1596, score=0.0, name=departureAirportOneHot_ACY]
FeatureInfo [rank=1597, score=0.0, name=departureAirportOneHot_IXD]
FeatureInfo [rank=1598, score=0.0, name=departureAirportOneHot_PEW]
FeatureInfo [rank=1599, score=0.0, name=departureAirportOneHot_AYQ]
FeatureInfo [rank=1600, score=0.0, name=departureAirportOneHot_BGO]
FeatureInfo [rank=1601, score=0.0, name=departureAirportOneHot_PKN]
FeatureInfo [rank=1602, score=0.0, name=departureAirportOneHot_EAU]
FeatureInfo [rank=1603, score=0.0, name=departureAirportOneHot_BRL]
FeatureInfo [rank=1604, score=0.0, name=departureAirportOneHot_INL]
FeatureInfo [rank=1605, score=0.0, name=departureAirportOneHot_MHD]
FeatureInfo [rank=1606, score=0.0, name=departureAirportOneHot_CVM]
FeatureInfo [rank=1607, score=0.0, name=departureAirportOneHot_PAH]
FeatureInfo [rank=1608, score=0.0, name=departureAirportOneHot_ZAM]
FeatureInfo [rank=1609, score=0.0, name=departureAirportOneHot_BQS]
FeatureInfo [rank=1610, score=0.0, name=departureAirportOneHot_DPL]
FeatureInfo [rank=1611, score=0.0, name=departureAirportOneHot_PUB]
FeatureInfo [rank=1612, score=0.0, name=departureAirportOneHot_EJA]
FeatureInfo [rank=1613, score=0.0, name=departureAirportOneHot_MKG]
FeatureInfo [rank=1614, score=0.0, name=departureAirportOneHot_RKS]
FeatureInfo [rank=1615, score=0.0, name=departureAirportOneHot_HSN]
FeatureInfo [rank=1616, score=0.0, name=departureAirportOneHot_IWJ]
FeatureInfo [rank=1617, score=0.0, name=departureAirportOneHot_ABR]
FeatureInfo [rank=1618, score=0.0, name=departureAirportOneHot_BFJ]
FeatureInfo [rank=1619, score=0.0, name=departureAirportOneHot_CMX]
FeatureInfo [rank=1620, score=0.0, name=departureAirportOneHot_MCK]
FeatureInfo [rank=1621, score=0.0, name=departureAirportOneHot_SKP]
FeatureInfo [rank=1622, score=0.0, name=departureAirportOneHot_THS]
FeatureInfo [rank=1623, score=0.0, name=departureAirportOneHot_GAJ]
FeatureInfo [rank=1624, score=0.0, name=departureAirportOneHot_NTQ]
FeatureInfo [rank=1625, score=0.0, name=departureAirportOneHot_ONJ]
FeatureInfo [rank=1626, score=0.0, name=departureAirportOneHot_URT]
FeatureInfo [rank=1627, score=0.0, name=departureAirportOneHot_TDX]
FeatureInfo [rank=1628, score=0.0, name=departureAirportOneHot_GCK]
FeatureInfo [rank=1629, score=0.0, name=departureAirportOneHot_MMY]
FeatureInfo [rank=1630, score=0.0, name=departureAirportOneHot_CDR]
FeatureInfo [rank=1631, score=0.0, name=departureAirportOneHot_LZC]
FeatureInfo [rank=1632, score=0.0, name=departureAirportOneHot_ART]
FeatureInfo [rank=1633, score=0.0, name=departureAirportOneHot_TUG]
FeatureInfo [rank=1634, score=0.0, name=departureAirportOneHot_TSV]
FeatureInfo [rank=1635, score=0.0, name=departureAirportOneHot_UUD]
FeatureInfo [rank=1636, score=0.0, name=departureAirportOneHot_MUX]
FeatureInfo [rank=1637, score=0.0, name=departureAirportOneHot_AJA]
FeatureInfo [rank=1638, score=0.0, name=departureAirportOneHot_SJP]
FeatureInfo [rank=1639, score=0.0, name=departureAirportOneHot_ALO]
FeatureInfo [rank=1640, score=0.0, name=departureAirportOneHot_BFF]
FeatureInfo [rank=1641, score=0.0, name=departureAirportOneHot_WKJ]
FeatureInfo [rank=1642, score=0.0, name=departureAirportOneHot_EZS]
FeatureInfo [rank=1643, score=0.0, name=departureAirportOneHot_TJM]
FeatureInfo [rank=1644, score=0.0, name=departureAirportOneHot_ERZ]
FeatureInfo [rank=1645, score=0.0, name=departureAirportOneHot_UDI]
FeatureInfo [rank=1646, score=0.0, name=departureAirportOneHot_HOB]
FeatureInfo [rank=1647, score=0.0, name=departureAirportOneHot_FPO]
FeatureInfo [rank=1648, score=0.0, name=departureAirportOneHot_STW]
FeatureInfo [rank=1649, score=0.0, name=departureAirportOneHot_YIC]
FeatureInfo [rank=1650, score=0.0, name=departureAirportOneHot_CRL]
FeatureInfo [rank=1651, score=0.0, name=departureAirportOneHot_TPQ]
FeatureInfo [rank=1652, score=0.0, name=departureAirportOneHot_BHQ]
FeatureInfo [rank=1653, score=0.0, name=departureAirportOneHot_BJZ]
FeatureInfo [rank=1654, score=0.0, name=departureAirportOneHot_VAR]
FeatureInfo [rank=1655, score=0.0, name=departureAirportOneHot_HIA]
FeatureInfo [rank=1656, score=0.0, name=departureAirportOneHot_AQG]
FeatureInfo [rank=1657, score=0.0, name=departureAirportOneHot_ESC]
FeatureInfo [rank=1658, score=0.0, name=departureAirportOneHot_LUM]
FeatureInfo [rank=1659, score=0.0, name=departureAirportOneHot_DAT]
FeatureInfo [rank=1660, score=0.0, name=departureAirportOneHot_ZQN]
FeatureInfo [rank=1661, score=0.0, name=departureAirportOneHot_NDR]
FeatureInfo [rank=1662, score=0.0, name=departureAirportOneHot_TGO]
FeatureInfo [rank=1663, score=0.0, name=departureAirportOneHot_OGZ]
FeatureInfo [rank=1664, score=0.0, name=departureAirportOneHot_PIR]
FeatureInfo [rank=1665, score=0.0, name=departureAirportOneHot_EAR]
FeatureInfo [rank=1666, score=0.0, name=departureAirportOneHot_SVG]
FeatureInfo [rank=1667, score=0.0, name=departureAirportOneHot_JIB]
FeatureInfo [rank=1668, score=0.0, name=departureAirportOneHot_VAS]
FeatureInfo [rank=1669, score=0.0, name=departureAirportOneHot_EFL]
FeatureInfo [rank=1670, score=0.0, name=departureAirportOneHot_SYZ]
FeatureInfo [rank=1671, score=0.0, name=departureAirportOneHot_EXT]
FeatureInfo [rank=1672, score=0.0, name=departureAirportOneHot_MLX]
FeatureInfo [rank=1673, score=0.0, name=departureAirportOneHot_CGP]
FeatureInfo [rank=1674, score=0.0, name=departureAirportOneHot_SCK]
FeatureInfo [rank=1675, score=0.0, name=departureAirportOneHot_LDH]
FeatureInfo [rank=1676, score=0.0, name=departureAirportOneHot_MRZ]
FeatureInfo [rank=1677, score=0.0, name=departureAirportOneHot_JUH]
FeatureInfo [rank=1678, score=0.0, name=departureAirportOneHot_BAL]
FeatureInfo [rank=1679, score=0.0, name=departureAirportOneHot_WUA]
FeatureInfo [rank=1680, score=0.0, name=departureAirportOneHot_RTM]
FeatureInfo [rank=1681, score=0.0, name=departureAirportOneHot_HIB]
FeatureInfo [rank=1682, score=0.0, name=departureAirportOneHot_PVK]
FeatureInfo [rank=1683, score=0.0, name=departureAirportOneHot_TBZ]
FeatureInfo [rank=1684, score=0.0, name=departureAirportOneHot_LBF]
FeatureInfo [rank=1685, score=0.0, name=departureAirportOneHot_IFN]
FeatureInfo [rank=1686, score=0.0, name=departureAirportOneHot_ZCL]
FeatureInfo [rank=1687, score=0.0, name=departureAirportOneHot_CZL]
FeatureInfo [rank=1688, score=0.0, name=departureAirportOneHot_DIK]
FeatureInfo [rank=1689, score=0.0, name=departureAirportOneHot_MGF]
FeatureInfo [rank=1690, score=0.0, name=departureAirportOneHot_DLA]
FeatureInfo [rank=1691, score=0.0, name=departureAirportOneHot_MIM]
FeatureInfo [rank=1692, score=0.0, name=departureAirportOneHot_JDH]
FeatureInfo [rank=1693, score=0.0, name=departureAirportOneHot_LAO]
FeatureInfo [rank=1694, score=0.0, name=departureAirportOneHot_SSH]
FeatureInfo [rank=1695, score=0.0, name=departureAirportOneHot_TRK]
FeatureInfo [rank=1696, score=0.0, name=departureAirportOneHot_DSN]
FeatureInfo [rank=1697, score=0.0, name=departureAirportOneHot_YQY]
FeatureInfo [rank=1698, score=0.0, name=departureAirportOneHot_RUN]
FeatureInfo [rank=1699, score=0.0, name=departureAirportOneHot_GGT]
FeatureInfo [rank=1700, score=0.0, name=departureAirportOneHot_PAG]
FeatureInfo [rank=1701, score=0.0, name=departureAirportOneHot_KCM]
FeatureInfo [rank=1702, score=0.0, name=departureAirportOneHot_MDL]
FeatureInfo [rank=1703, score=0.0, name=departureAirportOneHot_LBD]
FeatureInfo [rank=1704, score=0.0, name=departureAirportOneHot_MQM]
FeatureInfo [rank=1705, score=0.0, name=departureAirportOneHot_GYS]
FeatureInfo [rank=1706, score=0.0, name=departureAirportOneHot_AHB]
FeatureInfo [rank=1707, score=0.0, name=departureAirportOneHot_ACX]
FeatureInfo [rank=1708, score=0.0, name=departureAirportOneHot_JNG]
FeatureInfo [rank=1709, score=0.0, name=departureAirportOneHot_STX]
FeatureInfo [rank=1710, score=0.0, name=departureAirportOneHot_TIF]
FeatureInfo [rank=1711, score=0.0, name=departureAirportOneHot_TRO]
FeatureInfo [rank=1712, score=0.0, name=departureAirportOneHot_DUR]
FeatureInfo [rank=1713, score=0.0, name=departureAirportOneHot_BUS]
FeatureInfo [rank=1714, score=0.0, name=departureAirportOneHot_RTB]
FeatureInfo [rank=1715, score=0.0, name=departureAirportOneHot_ZYI]
FeatureInfo [rank=1716, score=0.0, name=departureAirportOneHot_OUA]
FeatureInfo [rank=1717, score=0.0, name=departureAirportOneHot_WDH]
FeatureInfo [rank=1718, score=0.0, name=departureAirportOneHot_XUZ]
FeatureInfo [rank=1719, score=0.0, name=departureAirportOneHot_RLG]
FeatureInfo [rank=1720, score=0.0, name=departureAirportOneHot_APN]
FeatureInfo [rank=1721, score=0.0, name=departureAirportOneHot_KHV]
FeatureInfo [rank=1722, score=0.0, name=departureAirportOneHot_KLX]
FeatureInfo [rank=1723, score=0.0, name=departureAirportOneHot_SKB]
FeatureInfo [rank=1724, score=0.0, name=departureAirportOneHot_TNR]
FeatureInfo [rank=1725, score=0.0, name=departureAirportOneHot_PUW]
FeatureInfo [rank=1726, score=0.0, name=departureAirportOneHot_SVC]
FeatureInfo [rank=1727, score=0.0, name=departureAirportOneHot_SDJ]
FeatureInfo [rank=1728, score=0.0, name=departureAirportOneHot_SHR]
FeatureInfo [rank=1729, score=0.0, name=departureAirportOneHot_MIR]
FeatureInfo [rank=1730, score=0.0, name=departureAirportOneHot_FEZ]
FeatureInfo [rank=1731, score=0.0, name=departureAirportOneHot_SCO]
FeatureInfo [rank=1732, score=0.0, name=departureAirportOneHot_REN]
FeatureInfo [rank=1733, score=0.0, name=departureAirportOneHot_RTW]
FeatureInfo [rank=1734, score=0.0, name=departureAirportOneHot_FIH]
FeatureInfo [rank=1735, score=0.0, name=departureAirportOneHot_DDG]
FeatureInfo [rank=1736, score=0.0, name=departureAirportOneHot_PRC]
FeatureInfo [rank=1737, score=0.0, name=departureAirportOneHot_GWT]
FeatureInfo [rank=1738, score=0.0, name=departureAirportOneHot_ZTH]
FeatureInfo [rank=1739, score=0.0, name=departureAirportOneHot_VAN]
FeatureInfo [rank=1740, score=0.0, name=departureAirportOneHot_LSY]
FeatureInfo [rank=1741, score=0.0, name=departureAirportOneHot_TEN]
FeatureInfo [rank=1742, score=0.0, name=departureAirportOneHot_TIP]
FeatureInfo [rank=1743, score=0.0, name=departureAirportOneHot_NYM]
FeatureInfo [rank=1744, score=0.0, name=departureAirportOneHot_MBA]
FeatureInfo [rank=1745, score=0.0, name=departureAirportOneHot_FNJ]
FeatureInfo [rank=1746, score=0.0, name=departureAirportOneHot_CCC]
FeatureInfo [rank=1747, score=0.0, name=departureAirportOneHot_NJC]
FeatureInfo [rank=1748, score=0.0, name=departureAirportOneHot_SPC]
FeatureInfo [rank=1749, score=0.0, name=departureAirportOneHot_MJZ]
FeatureInfo [rank=1750, score=0.0, name=departureAirportOneHot_KGL]
FeatureInfo [rank=1751, score=0.0, name=departureAirportOneHot_JNZ]
FeatureInfo [rank=1752, score=0.0, name=departureAirportOneHot_TNN]
FeatureInfo [rank=1753, score=0.0, name=departureAirportOneHot_LBL]
FeatureInfo [rank=1754, score=0.0, name=departureAirportOneHot_SLY]
FeatureInfo [rank=1755, score=0.0, name=departureAirportOneHot_CYZ]
FeatureInfo [rank=1756, score=0.0, name=departureAirportOneHot_LUN]
FeatureInfo [rank=1757, score=0.0, name=departureAirportOneHot_ASF]
FeatureInfo [rank=1758, score=0.0, name=departureAirportOneHot_YMM]
FeatureInfo [rank=1759, score=0.0, name=departureAirportOneHot_LPB]
FeatureInfo [rank=1760, score=0.0, name=departureAirportOneHot_EMA]
FeatureInfo [rank=1761, score=0.0, name=departureAirportOneHot_MBT]
FeatureInfo [rank=1762, score=0.0, name=departureAirportOneHot_KUU]
FeatureInfo [rank=1763, score=0.0, name=departureAirportOneHot_XIL]
FeatureInfo [rank=1764, score=0.0, name=departureAirportOneHot_OTH]
FeatureInfo [rank=1765, score=0.0, name=departureAirportOneHot_KVK]
FeatureInfo [rank=1766, score=0.0, name=departureAirportOneHot_NOZ]
FeatureInfo [rank=1767, score=0.0, name=departureAirportOneHot_GSM]
FeatureInfo [rank=1768, score=0.0, name=departureAirportOneHot_HVB]
FeatureInfo [rank=1769, score=0.0, name=departureAirportOneHot_COO]
FeatureInfo [rank=1770, score=0.0, name=departureAirportOneHot_ABA]
FeatureInfo [rank=1771, score=0.0, name=departureAirportOneHot_NLD]
FeatureInfo [rank=1772, score=0.0, name=departureAirportOneHot_NOU]
FeatureInfo [rank=1773, score=0.0, name=departureAirportOneHot_KNU]
FeatureInfo [rank=1774, score=0.0, name=departureAirportOneHot_PGA]
FeatureInfo [rank=1775, score=0.0, name=departureAirportOneHot_YKS]
FeatureInfo [rank=1776, score=0.0, name=departureAirportOneHot_BKO]
FeatureInfo [rank=1777, score=0.0, name=departureAirportOneHot_ADF]
FeatureInfo [rank=1778, score=0.0, name=departureAirportOneHot_MMH]
FeatureInfo [rank=1779, score=0.0, name=departureAirportOneHot_MAM]
FeatureInfo [rank=1780, score=0.0, name=departureAirportOneHot_VLI]
FeatureInfo [rank=1781, score=0.0, name=departureAirportOneHot_ITO]
FeatureInfo [rank=1782, score=0.0, name=departureAirportOneHot_PPP]
FeatureInfo [rank=1783, score=0.0, name=departureAirportOneHot_HMI]
FeatureInfo [rank=1784, score=0.0, name=departureAirportOneHot_CZU]
FeatureInfo [rank=1785, score=0.0, name=departureAirportOneHot_RMI]
FeatureInfo [rank=1786, score=0.0, name=departureAirportOneHot_LBE]
FeatureInfo [rank=1787, score=0.0, name=departureAirportOneHot_ORH]
FeatureInfo [rank=1788, score=0.0, name=departureAirportOneHot_IXU]
FeatureInfo [rank=1789, score=0.0, name=departureAirportOneHot_NOC]
FeatureInfo [rank=1790, score=0.0, name=departureAirportOneHot_SHB]
FeatureInfo [rank=1791, score=0.0, name=departureAirportOneHot_MBE]
FeatureInfo [rank=1792, score=0.0, name=departureAirportOneHot_SID]
FeatureInfo [rank=1793, score=0.0, name=departureAirportOneHot_DIG]
FeatureInfo [rank=1794, score=0.0, name=departureAirportOneHot_ASP]
FeatureInfo [rank=1795, score=0.0, name=departureAirportOneHot_PBC]
FeatureInfo [rank=1796, score=0.0, name=departureAirportOneHot_KEJ]
FeatureInfo [rank=1797, score=0.0, name=departureAirportOneHot_IMT]
FeatureInfo [rank=1798, score=0.0, name=departureAirportOneHot_IBR]
FeatureInfo [rank=1799, score=0.0, name=departureAirportOneHot_TVS]
FeatureInfo [rank=1800, score=0.0, name=departureAirportOneHot_PAZ]
FeatureInfo [rank=1801, score=0.0, name=departureAirportOneHot_ISE]
FeatureInfo [rank=1802, score=0.0, name=departureAirportOneHot_KIJ]
FeatureInfo [rank=1803, score=0.0, name=departureAirportOneHot_CKY]
FeatureInfo [rank=1804, score=0.0, name=departureAirportOneHot_KZR]
FeatureInfo [rank=1805, score=0.0, name=departureAirportOneHot_ENY]
FeatureInfo [rank=1806, score=0.0, name=departureAirportOneHot_WMI]
FeatureInfo [rank=1807, score=0.0, name=departureAirportOneHot_UUS]
FeatureInfo [rank=1808, score=0.0, name=departureAirportOneHot_MZH]
FeatureInfo [rank=1809, score=0.0, name=departureAirportOneHot_CHG]
FeatureInfo [rank=1810, score=0.0, name=departureAirportOneHot_ZAD]
FeatureInfo [rank=1811, score=0.0, name=departureAirportOneHot_PIK]
FeatureInfo [rank=1812, score=0.0, name=departureAirportOneHot_NKC]
FeatureInfo [rank=1813, score=0.0, name=departureAirportOneHot_BGG]
FeatureInfo [rank=1814, score=0.0, name=departureAirportOneHot_KSY]
FeatureInfo [rank=1815, score=0.0, name=departureAirportOneHot_ERC]
FeatureInfo [rank=1816, score=0.0, name=departureAirportOneHot_IOS]
FeatureInfo [rank=1817, score=0.0, name=departureAirportOneHot_NOP]
FeatureInfo [rank=1818, score=0.0, name=departureAirportOneHot_AJI]
FeatureInfo [rank=1819, score=0.0, name=departureAirportOneHot_BTK]
FeatureInfo [rank=1820, score=0.0, name=departureAirportOneHot_TJU]
FeatureInfo [rank=1821, score=0.0, name=departureAirportOneHot_HLH]
FeatureInfo [rank=1822, score=0.0, name=departureAirportOneHot_KFS]
FeatureInfo [rank=1823, score=0.0, name=departureAirportOneHot_CIF]
FeatureInfo [rank=1824, score=0.0, name=departureAirportOneHot_RLK]
FeatureInfo [rank=1825, score=0.0, name=departureAirportOneHot_NDG]
FeatureInfo [rank=1826, score=0.0, name=departureAirportOneHot_AAE]
FeatureInfo [rank=1827, score=0.0, name=departureAirportOneHot_MSR]
FeatureInfo [rank=1828, score=0.0, name=departureAirportOneHot_NSI]
FeatureInfo [rank=1829, score=0.0, name=departureAirportOneHot_NYT]
FeatureInfo [rank=1830, score=0.0, name=departureAirportOneHot_BUN]
FeatureInfo [rank=1831, score=0.0, name=departureAirportOneHot_JIQ]
FeatureInfo [rank=1832, score=0.0, name=departureAirportOneHot_KVA]
FeatureInfo [rank=1833, score=0.0, name=departureAirportOneHot_JXA]
FeatureInfo [rank=1834, score=0.0, name=departureAirportOneHot_NIM]
FeatureInfo [rank=1835, score=0.0, name=departureAirportOneHot_CIU]
FeatureInfo [rank=1836, score=0.0, name=departureAirportOneHot_ROR]
FeatureInfo [rank=1837, score=0.0, name=departureAirportOneHot_IPI]
FeatureInfo [rank=1838, score=0.0, name=departureAirportOneHot_RGK]
FeatureInfo [rank=1839, score=0.0, name=departureAirportOneHot_LUH]
FeatureInfo [rank=1840, score=0.0, name=departureAirportOneHot_ZLO]
FeatureInfo [rank=1841, score=0.0, name=departureAirportOneHot_PDS]
FeatureInfo [rank=1842, score=0.0, name=departureAirportOneHot_PCR]
FeatureInfo [rank=1843, score=0.0, name=departureAirportOneHot_UYN]
FeatureInfo [rank=1844, score=0.0, name=departureAirportOneHot_NBE]
FeatureInfo [rank=1845, score=0.0, name=departureAirportOneHot_LLB]
FeatureInfo [rank=1846, score=0.0, name=departureAirportOneHot_IGD]
FeatureInfo [rank=1847, score=0.0, name=departureAirportOneHot_CYS]
FeatureInfo [rank=1848, score=0.0, name=departureAirportOneHot_SJI]
FeatureInfo [rank=1849, score=0.0, name=departureAirportOneHot_BZV]
FeatureInfo [rank=1850, score=0.0, name=departureAirportOneHot_NOJ]
FeatureInfo [rank=1851, score=0.0, name=departureAirportOneHot_LEN]
FeatureInfo [rank=1852, score=0.0, name=departureAirportOneHot_PNR]
FeatureInfo [rank=1853, score=0.0, name=departureAirportOneHot_CJJ]
FeatureInfo [rank=1854, score=0.0, name=departureAirportOneHot_TRD]
FeatureInfo [rank=1855, score=0.0, name=departureAirportOneHot_SFB]
FeatureInfo [rank=1856, score=0.0, name=departureAirportOneHot_NMA]
FeatureInfo [rank=1857, score=0.0, name=departureAirportOneHot_MHH]
FeatureInfo [rank=1858, score=0.0, name=departureAirportOneHot_SKD]
FeatureInfo [rank=1859, score=0.0, name=departureAirportOneHot_LFW]
FeatureInfo [rank=1860, score=0.0, name=departureAirportOneHot_NYO]
FeatureInfo [rank=1861, score=0.0, name=departureAirportOneHot_LRR]
FeatureInfo [rank=1862, score=0.0, name=departureAirportOneHot_HAS]
FeatureInfo [rank=1863, score=0.0, name=departureAirportOneHot_AEB]
FeatureInfo [rank=1864, score=0.0, name=departureAirportOneHot_SNU]
FeatureInfo [rank=1865, score=0.0, name=departureAirportOneHot_APO]
FeatureInfo [rank=1866, score=0.0, name=departureAirportOneHot_CIH]
FeatureInfo [rank=1867, score=0.0, name=departureAirportOneHot_LRM]
FeatureInfo [rank=1868, score=0.0, name=departureAirportOneHot_BVC]
FeatureInfo [rank=1869, score=0.0, name=departureAirportOneHot_BKG]
FeatureInfo [rank=1870, score=0.0, name=departureAirportOneHot_DWC]
FeatureInfo [rank=1871, score=0.0, name=departureAirportOneHot_COR]
FeatureInfo [rank=1872, score=0.0, name=departureAirportOneHot_CLY]
FeatureInfo [rank=1873, score=0.0, name=departureAirportOneHot_ERL]
FeatureInfo [rank=1874, score=0.0, name=departureAirportOneHot_VRC]
FeatureInfo [rank=1875, score=0.0, name=departureAirportOneHot_CWL]
FeatureInfo [rank=1876, score=0.0, name=departureAirportOneHot_IAS]
FeatureInfo [rank=1877, score=0.0, name=departureAirportOneHot_SMX]
FeatureInfo [rank=1878, score=0.0, name=departureAirportOneHot_PTP]
FeatureInfo [rank=1879, score=0.0, name=departureAirportOneHot_BND]
FeatureInfo [rank=1880, score=0.0, name=departureAirportOneHot_TUU]
FeatureInfo [rank=1881, score=0.0, name=departureAirportOneHot_SLW]
FeatureInfo [rank=1882, score=0.0, name=departureAirportOneHot_CND]
FeatureInfo [rank=1883, score=0.0, name=departureAirportOneHot_SEN]
FeatureInfo [rank=1884, score=0.0, name=departureAirportOneHot_YZR]
FeatureInfo [rank=1885, score=0.0, name=departureAirportOneHot_HOG]
FeatureInfo [rank=1886, score=0.0, name=departureAirportOneHot_SZB]
FeatureInfo [rank=1887, score=0.0, name=departureAirportOneHot_LTO]
FeatureInfo [rank=1888, score=0.0, name=departureAirportOneHot_PWQ]
FeatureInfo [rank=1889, score=0.0, name=departureAirportOneHot_NZH]
FeatureInfo [rank=1890, score=0.0, name=departureAirportOneHot_BME]
FeatureInfo [rank=1891, score=0.0, name=departureAirportOneHot_BSO]
FeatureInfo [rank=1892, score=0.0, name=departureAirportOneHot_SSG]
FeatureInfo [rank=1893, score=0.0, name=departureAirportOneHot_UUA]
FeatureInfo [rank=1894, score=0.0, name=departureAirportOneHot_IEV]
FeatureInfo [rank=1895, score=0.0, name=departureAirportOneHot_YNB]
FeatureInfo [rank=1896, score=0.0, name=departureAirportOneHot_KVD]
FeatureInfo [rank=1897, score=0.0, name=departureAirportOneHot_HDF]
FeatureInfo [rank=1898, score=0.0, name=departureAirportOneHot_LIL]
FeatureInfo [rank=1899, score=0.0, name=departureAirportOneHot_MRA]
FeatureInfo [rank=1900, score=0.0, name=departureAirportOneHot_GPA]
FeatureInfo [rank=1901, score=0.0, name=departureAirportOneHot_ZHY]
FeatureInfo [rank=1902, score=0.0, name=departureAirportOneHot_AZS]
FeatureInfo [rank=1903, score=0.0, name=departureAirportOneHot_RGS]
FeatureInfo [rank=1904, score=0.0, name=departureAirportOneHot_FDF]
FeatureInfo [rank=1905, score=0.0, name=departureAirportOneHot_MZR]
FeatureInfo [rank=1906, score=0.0, name=departureAirportOneHot_AZA]
FeatureInfo [rank=1907, score=0.0, name=departureAirportOneHot_PQM]
FeatureInfo [rank=1908, score=0.0, name=departureAirportOneHot_JUB]
FeatureInfo [rank=1909, score=0.0, name=departureAirportOneHot_KDH]
FeatureInfo [rank=1910, score=0.0, name=departureAirportOneHot_LXR]
FeatureInfo [rank=1911, score=0.0, name=departureAirportOneHot_ELH]
FeatureInfo [rank=1912, score=0.0, name=departureAirportOneHot_PYJ]
FeatureInfo [rank=1913, score=0.0, name=departureAirportOneHot_NDJ]
FeatureInfo [rank=1914, score=0.0, name=departureAirportOneHot_RAR]
FeatureInfo [rank=1915, score=0.0, name=departureAirportOneHot_NBS]
FeatureInfo [rank=1916, score=0.0, name=departureAirportOneHot_CEE]
FeatureInfo [rank=1917, score=0.0, name=departureAirportOneHot_PVU]
FeatureInfo [rank=1918, score=0.0, name=departureAirportOneHot_RFD]
FeatureInfo [rank=1919, score=0.0, name=departureAirportOneHot_NLK]
FeatureInfo [rank=1920, score=0.0, name=departureAirportOneHot_MWX]
FeatureInfo [rank=1921, score=0.0, name=departureAirportOneHot_UKK]
FeatureInfo [rank=1922, score=0.0, name=departureAirportOneHot_GUW]
FeatureInfo [rank=1923, score=0.0, name=departureAirportOneHot_AQJ]
FeatureInfo [rank=1924, score=0.0, name=departureAirportOneHot_AAL]
FeatureInfo [rank=1925, score=0.0, name=departureAirportOneHot_SMI]
FeatureInfo [rank=1926, score=0.0, name=departureAirportOneHot_TAB]
FeatureInfo [rank=1927, score=0.0, name=arrivalAirportOneHot_DFW]
FeatureInfo [rank=1928, score=0.0, name=arrivalAirportOneHot_IAH]
FeatureInfo [rank=1929, score=0.0, name=arrivalAirportOneHot_JFK]
FeatureInfo [rank=1930, score=0.0, name=arrivalAirportOneHot_YYZ]
FeatureInfo [rank=1931, score=0.0, name=arrivalAirportOneHot_PHX]
FeatureInfo [rank=1932, score=0.0, name=arrivalAirportOneHot_LGA]
FeatureInfo [rank=1933, score=0.0, name=arrivalAirportOneHot_IAD]
FeatureInfo [rank=1934, score=0.0, name=arrivalAirportOneHot_DCA]
FeatureInfo [rank=1935, score=0.0, name=arrivalAirportOneHot_BWI]
FeatureInfo [rank=1936, score=0.0, name=arrivalAirportOneHot_STL]
FeatureInfo [rank=1937, score=0.0, name=arrivalAirportOneHot_RDU]
FeatureInfo [rank=1938, score=0.0, name=arrivalAirportOneHot_MEL]
FeatureInfo [rank=1939, score=0.0, name=arrivalAirportOneHot_SZX]
FeatureInfo [rank=1940, score=0.0, name=arrivalAirportOneHot_KIX]
FeatureInfo [rank=1941, score=0.0, name=arrivalAirportOneHot_SJC]
FeatureInfo [rank=1942, score=0.0, name=arrivalAirportOneHot_MCI]
FeatureInfo [rank=1943, score=0.0, name=arrivalAirportOneHot_SMF]
FeatureInfo [rank=1944, score=0.0, name=arrivalAirportOneHot_MDW]
FeatureInfo [rank=1945, score=0.0, name=arrivalAirportOneHot_MSY]
FeatureInfo [rank=1946, score=0.0, name=arrivalAirportOneHot_PIT]
FeatureInfo [rank=1947, score=0.0, name=arrivalAirportOneHot_SNA]
FeatureInfo [rank=1948, score=0.0, name=arrivalAirportOneHot_CKG]
FeatureInfo [rank=1949, score=0.0, name=arrivalAirportOneHot_XIY]
